bus_id,vector
84NW3SwQf3svT6OYY-S6Gg,"[1.6399575471878052, -2.1497297286987305, -1.1762017011642456, 0.16943706572055817, -0.6020204424858093, 0.2878013849258423, 1.4395147562026978, 0.4802026152610779, 0.5878093242645264, 0.2909693717956543, -0.7806958556175232, -1.5073376893997192, -1.0592710971832275, 0.3347371220588684, 0.742598295211792, 0.8441771864891052, -0.9051249623298645, -0.21856515109539032, 0.4451585114002228, -0.22334295511245728, 0.9376181364059448, -0.6542835831642151, 1.8829345703125, 0.5385596752166748, -0.37426304817199707, -1.0117443799972534, -0.29836398363113403, -1.0125125646591187, 0.4583958387374878, 0.6617665886878967]"
87DcNyamdiBOyZLgOkvoVw,"[0.13246837258338928, 0.6335415840148926, -0.19891773164272308, 0.6807568669319153, -0.20258018374443054, -0.2656591236591339, 0.34205934405326843, -0.6942054629325867, -0.09914977103471756, -0.8244576454162598, -0.5371681451797485, -1.6299653053283691, 2.1788761615753174, -0.12679459154605865, -2.296867847442627, -1.1381205320358276, 0.2109202891588211, -0.7385508418083191, -0.00547822006046772, -1.517067551612854, 0.2674327492713928, 1.090341567993164, 0.45486822724342346, -0.4291611909866333, -0.2886313796043396, -1.0203810930252075, 1.6766149997711182, -1.7835057973861694, 1.777741551399231, 0.29402998089790344]"
8BUVhDF9yLzzthhFxeceYA,"[0.4179573655128479, -0.7633691430091858, 0.4746037423610687, -0.6131006479263306, 0.7141209244728088, 0.12019363045692444, -0.04979809373617172, 0.09468059241771698, 1.216850996017456, -0.6302763819694519, -1.0470491647720337, -0.22991590201854706, -0.24537017941474915, 0.09348760545253754, -0.06221724674105644, -0.8533770442008972, 0.4541236162185669, 0.20760783553123474, 0.04105006530880928, -0.7210358381271362, 0.29802966117858887, 0.6510719656944275, 0.8362624049186707, 0.5222640037536621, 0.24996787309646606, 0.3272624909877777, -0.38935211300849915, -0.39271116256713867, -0.19143064320087433, 0.2649349272251129]"
8DXMeoz5BRqDMx9Dp3Qy1A,"[0.2883564233779907, -0.20108044147491455, -1.0661002397537231, 0.8862500786781311, -1.1231882572174072, 0.9508807063102722, 0.3803393840789795, 0.48524558544158936, -0.4514560103416443, -0.24865564703941345, -0.1494871824979782, 1.3685169219970703, 0.6339955925941467, -0.020408937707543373, 0.498947411775589, 0.7781148552894592, -1.3276714086532593, 1.198317050933838, 0.3390761911869049, -2.1902849674224854, 1.4740396738052368, -0.45041730999946594, -0.4021420180797577, -1.1172361373901367, -0.5251611471176147, -0.492073655128479, 0.4059721529483795, -0.5843013525009155, -0.5365180373191833, -0.6667985916137695]"
8GShNsQcrXm3lRuO5m3yNw,"[0.498127818107605, -0.08261484652757645, -1.9922904968261719, 0.5986186265945435, 0.4254532754421234, 0.029561705887317657, 0.9241346120834351, 0.08315251022577286, -0.5333687663078308, -0.3518759608268738, 0.17643842101097107, -0.512146532535553, 1.4517747163772583, -0.39459317922592163, -0.6545537114143372, -1.1996452808380127, -0.22229984402656555, -0.2172071933746338, -0.3319557011127472, -1.7862887382507324, -1.3579682111740112, 0.784099817276001, 0.40918707847595215, -0.24776767194271088, -1.048292875289917, -1.814042329788208, 0.33745160698890686, -1.1542041301727295, 0.028214866295456886, -0.9309444427490234]"
8GUMO244E8CxfJcyJIWFOA,"[-0.4212872087955475, -0.22712494432926178, 0.07644342631101608, 0.6163110733032227, 0.6498458385467529, 0.26840880513191223, 0.26182544231414795, 0.43200817704200745, -0.1614152491092682, -0.08473707735538483, -0.7102153301239014, 0.18377216160297394, 0.6354631781578064, 0.14864781498908997, 0.06562133133411407, -0.8580953478813171, 0.5915822982788086, 0.16923432052135468, -0.20670285820960999, 0.08259623497724533, 0.34386906027793884, 0.010983285494148731, 0.7076855301856995, -0.23990914225578308, 1.0149967670440674, -0.0980730801820755, 0.8704752326011658, -0.17929646372795105, -0.0726730152964592, 0.4960656762123108]"
8HQ6yrMN1BfmyuhvhDAe2g,"[-0.15021595358848572, 0.5209525227546692, -0.27028873562812805, 0.2550206184387207, -0.0668913871049881, 1.1416850090026855, 1.6107230186462402, -0.809027910232544, -0.9968138337135315, 0.6741567850112915, 0.0958714410662651, -1.3247753381729126, -0.6384000182151794, 0.8683133721351624, -0.5066173076629639, -1.013561725616455, -0.10049903392791748, -0.14322063326835632, 0.015700573101639748, -0.666024386882782, -0.12359271943569183, -0.1783645749092102, 1.4335429668426514, -1.4648375511169434, 0.7789222002029419, 0.6609794497489929, -0.23308975994586945, -0.5842162370681763, -1.2817617654800415, 1.335456371307373]"
8I2cyF1vbJioj5kxvbW0PQ,"[0.7769557237625122, -0.23186886310577393, -0.1265059858560562, 0.2745993137359619, 0.13466186821460724, 0.02940717525780201, 1.1681790351867676, 1.0237101316452026, -1.3583933115005493, 0.32966867089271545, -0.5683340430259705, -0.8247472047805786, -0.23655959963798523, 1.8011822700500488, -0.978776752948761, -0.716736912727356, -1.2801815271377563, 0.10131260007619858, -0.1299750804901123, -1.3707997798919678, -1.2211816310882568, 0.8541046977043152, -0.7895223498344421, 0.5052024722099304, -0.3734022080898285, -0.17189930379390717, -1.9043534994125366, -0.814865231513977, 0.5014922022819519, 0.8371542692184448]"
8JadBN3TgJ0vP7iqhe2iug,"[-0.8657044172286987, -0.33906665444374084, 0.9091719388961792, 1.2279759645462036, 0.13245157897472382, 1.0288887023925781, 0.843733549118042, 1.2680349349975586, -0.8774648308753967, -0.7563838362693787, 1.030587911605835, 0.5005285143852234, -0.25645264983177185, 0.47143274545669556, -0.3720100522041321, -1.1193208694458008, -0.4342608153820038, -1.8219192028045654, 1.6749162673950195, -1.0249427556991577, 0.6078532934188843, 0.4446139931678772, -0.5865949392318726, -0.8532483577728271, 1.5029842853546143, 1.275658369064331, -0.6763787269592285, -0.40288057923316956, -0.27712878584861755, 0.5788288116455078]"
8LRa8aPe1xfHNEPUxGXagw,"[0.3512086570262909, 0.6384841799736023, 0.046022359281778336, 0.15108615159988403, 1.5768756866455078, 0.5579397678375244, 0.30898675322532654, 0.09378194063901901, -0.5275150537490845, -0.0192641019821167, 0.9267299175262451, -0.14888456463813782, 0.007383226882666349, 0.824867844581604, 0.4070498049259186, -1.5259617567062378, 1.6099084615707397, 0.13586190342903137, -0.8867480158805847, -0.9875419735908508, -0.3156321942806244, 1.0213263034820557, 0.6203124523162842, -1.5555024147033691, -0.5109537839889526, -0.2338307648897171, 0.20710192620754242, -0.7388448119163513, -1.2869418859481812, -0.45069894194602966]"
8S2u4I68ePdkuyoqPRJX0g,"[-0.7353178262710571, 0.7804805636405945, 0.6577433943748474, 1.000988483428955, -1.4209517240524292, -1.0722819566726685, 1.1615227460861206, -0.9517691731452942, -0.6819955706596375, -0.057220958173274994, -0.009445288218557835, 0.3781804144382477, -0.2302657514810562, 1.412682294845581, -0.1493322104215622, -0.22035397589206696, 0.6312931776046753, -1.0748631954193115, -1.237053394317627, -1.9949053525924683, -1.6716395616531372, 0.6107207536697388, 0.05469145253300667, -0.6886438727378845, -0.4627837538719177, -0.723386287689209, -1.2037187814712524, -1.3209844827651978, -1.2984049320220947, -1.4763367176055908]"
8S6emcqsBEZsQH--j30NEg,"[-0.3255418837070465, 0.23327751457691193, -0.6260860562324524, 0.6990960240364075, 1.9497281312942505, 0.25085699558258057, 1.374821662902832, -1.4735710620880127, -0.8687007427215576, -0.13869398832321167, -1.7081149816513062, -3.137953281402588, -0.07042193412780762, 0.28006070852279663, -1.1065764427185059, -0.8797495365142822, -1.11382257938385, -0.9762910604476929, 0.7899513244628906, -1.1314821243286133, -1.0360689163208008, -0.6159465312957764, -0.09121031314134598, -0.9942139387130737, -0.8811034560203552, 0.570074200630188, 0.672901451587677, -0.42814841866493225, -0.18299534916877747, 0.7718964219093323]"
8TYYgL3bFEZVd1QuJMdl8w,"[-0.15151312947273254, -0.017755523324012756, -0.9523319005966187, 0.07114079594612122, 0.3878149688243866, 1.04815673828125, 1.8135416507720947, 1.2577522993087769, -1.8665498495101929, -0.5453152060508728, -0.44735682010650635, 0.9821169376373291, 0.4289770722389221, 0.5605208277702332, -0.049100276082754135, -1.2810412645339966, -0.9181162714958191, -0.882661759853363, 0.8959442377090454, -0.5796592831611633, -1.7309232950210571, -0.2524852752685547, -0.9339163303375244, 0.43372395634651184, 1.1742258071899414, 0.9939913749694824, -1.177527666091919, -1.0851637125015259, -0.23361560702323914, -0.10717878490686417]"
8TnEzVYiQrBH7FDKya3RZQ,"[1.1591261625289917, -0.3458399474620819, -1.2489145994186401, 0.245473250746727, 0.13083332777023315, 0.44722452759742737, 1.0684906244277954, 1.0763442516326904, -0.14267611503601074, -0.4750765264034271, 0.4987969398498535, -0.0012926743365824223, -0.9659481644630432, 1.3446606397628784, -0.16655409336090088, 0.45094212889671326, -1.2226654291152954, -1.1453075408935547, -0.297856867313385, -0.9926506280899048, -0.7430722117424011, 0.19831354916095734, -0.11089588701725006, 0.1576794981956482, -0.34769371151924133, 0.1657029092311859, -1.1081880331039429, -1.3880181312561035, 0.2422374188899994, -0.45184361934661865]"
8d30a9Af9XJ8c8TafRDcfA,"[0.08040280640125275, -0.31415656208992004, -0.32786089181900024, -0.15037068724632263, 0.5637521743774414, 1.5552090406417847, 0.3932782709598541, 0.39396217465400696, 0.5555264949798584, -0.5856719017028809, 0.8175138831138611, -0.2755744159221649, -0.6816156506538391, 1.0485090017318726, -0.3581571877002716, -0.12074622511863708, -1.5485585927963257, -1.26893150806427, 0.316234827041626, -0.7057036757469177, -0.5094083547592163, 0.37476590275764465, 1.2828840017318726, -0.8162150382995605, -0.41383662819862366, -0.26366350054740906, -0.48525241017341614, -1.0865756273269653, -0.7076149582862854, 0.5689702033996582]"
8dm_0dGmLK0sv9AdBASXbA,"[0.4679848253726959, 0.4904056489467621, -0.6428983211517334, 0.8473386168479919, 0.569891095161438, -0.7029224038124084, 2.009463310241699, 1.3562839031219482, -0.4143740236759186, -0.9336646795272827, -0.03303975984454155, -0.2992936074733734, 0.549620509147644, 1.5487780570983887, -1.8983229398727417, -0.6308099627494812, -1.4438050985336304, -0.7037710547447205, -2.186750650405884, -1.1317118406295776, 0.24467815458774567, 0.09423613548278809, -1.5816755294799805, -1.185820460319519, -0.30435290932655334, -1.7639517784118652, -1.2413640022277832, 0.45147737860679626, 1.3857357501983643, 1.0562562942504883]"
8ed4YmEWPr5nfau82-OtCA,"[-0.31128594279289246, -0.5470256805419922, -0.41018202900886536, 0.22608701884746552, -0.7091659903526306, -0.6338910460472107, -0.36896568536758423, 1.1314404010772705, 0.2952396273612976, 0.9965939521789551, -0.2976597249507904, -0.4251139760017395, -0.15293408930301666, -0.3163648545742035, -1.2822915315628052, -0.5829920768737793, 0.23977792263031006, -1.3042213916778564, -0.5470931529998779, -0.619642436504364, 0.35026252269744873, -0.5388320684432983, 1.062665343284607, 0.11314398795366287, 1.4685659408569336, -0.38478559255599976, 0.21070627868175507, -1.672084093093872, -0.3463648557662964, -0.36840885877609253]"
8iC2IL7PoLT3VQqNIpIyLA,"[0.6392437815666199, -0.16019821166992188, -0.4112686812877655, -0.653883159160614, 0.39619070291519165, -0.5339086651802063, 0.8836824297904968, 0.3187583386898041, -0.14751528203487396, 0.6817598938941956, -0.7205883860588074, -0.8840200304985046, -0.6368477940559387, 0.7418851852416992, -0.8535455465316772, -0.9229114055633545, -1.1102347373962402, 0.07112876325845718, -0.2955232262611389, -0.5759826898574829, -0.4581914246082306, 1.0039262771606445, 0.7112858891487122, -0.0679091215133667, -0.6232157349586487, -0.9763227105140686, -0.24761517345905304, -1.310882568359375, 0.6469137668609619, -0.3939169943332672]"
8k2l-fbaeQU9lVG4oRgxUw,"[-0.07637982070446014, -0.050785042345523834, 0.0793537050485611, 0.04179828613996506, 0.3892858922481537, -1.0839327573776245, -0.13274426758289337, 0.12671135365962982, 0.30139487981796265, -0.4077301025390625, -1.4481569528579712, 0.3486602008342743, 0.9105024337768555, 0.5074613094329834, 0.20520000159740448, 0.11311999708414078, 0.3190948963165283, 0.2702912390232086, -0.06459461897611618, -0.31904444098472595, 0.7169880867004395, -0.42247283458709717, -0.3075815737247467, 0.6574642062187195, -0.05390167608857155, -0.5012267231941223, 0.20598649978637695, -0.24792051315307617, -0.4884794354438782, 0.2210242748260498]"
8l40j8TuhGCqBRCpM4Vx1A,"[1.5706316232681274, 0.5590627193450928, -0.2938651442527771, 0.1239018589258194, 1.432935118675232, 0.1578361839056015, 0.1862240582704544, 1.301074504852295, -0.9224867820739746, 1.1567615270614624, -1.2227765321731567, -1.60331392288208, 0.13719770312309265, 0.722754716873169, -0.1390891820192337, -1.5720449686050415, -0.6180976033210754, 1.0879147052764893, 0.1159365326166153, -1.6047927141189575, -0.9636496901512146, -0.09728439897298813, -2.313504457473755, 0.4076567590236664, -0.810321569442749, -0.6126752495765686, -0.16341820359230042, -1.8513109683990479, 0.9953948259353638, 0.4854491949081421]"
8mKV3KThn3wXGL3OVxrCNg,"[0.08703802525997162, -0.03638824075460434, 0.1684459000825882, 0.5001513957977295, 0.5404388904571533, -0.1750168353319168, 0.8700318336486816, 0.3279934227466583, 0.2117576003074646, -0.11738128960132599, -0.8075355291366577, 0.3586464524269104, 0.4319300651550293, -0.12442738562822342, 0.8668599128723145, -0.009992802515625954, 0.9567904472351074, 0.2941790521144867, 0.059505216777324677, 0.14305931329727173, 0.09784653782844543, -0.8351742625236511, 0.46224942803382874, -0.13642990589141846, 0.0021531889215111732, 0.8270992040634155, 0.5137396454811096, -1.3053715229034424, -0.27808496356010437, -0.6820624470710754]"
8n1Bf-bpu6NYyUcGLMLZow,"[1.4902223348617554, -0.8578757047653198, -1.3277910947799683, -0.010852893814444542, 0.33226537704467773, 0.48842930793762207, 2.0051722526550293, 0.6356428861618042, -0.7923880815505981, -0.03890564665198326, -0.42703744769096375, -0.39367493987083435, 0.06349964439868927, -0.09403760731220245, 0.4339148700237274, -1.0946942567825317, -1.3094401359558105, -0.35455426573753357, -0.2738943099975586, -1.175718069076538, -2.3889272212982178, 0.7062630653381348, 1.1413578987121582, -0.5471421480178833, 0.04356321692466736, -0.10708694905042648, -0.021044543012976646, -1.6357836723327637, 0.2916948199272156, -1.3319286108016968]"
8sCEkyczBsOEqizt3mfXyg,"[-0.3869744837284088, 0.40836769342422485, -0.342856228351593, -0.6083182096481323, -0.28829094767570496, 0.94511479139328, -0.29106995463371277, 0.24132287502288818, 0.7739626169204712, -0.7384780645370483, 0.626308798789978, 1.3792979717254639, 0.4763281047344208, 0.9950168132781982, 0.3108917474746704, 0.15260706841945648, 0.1786649078130722, -0.633523166179657, -0.4133074879646301, -1.2491543292999268, 0.833943784236908, -0.2441003918647766, -0.248933807015419, -0.33890190720558167, -0.2339044064283371, -0.4814916253089905, 0.09923847019672394, -0.6560279130935669, -0.6747070550918579, 0.3005940914154053]"
8vic1pbUTvBMG_fYlvC_SQ,"[-0.23409833014011383, -0.29301929473876953, -0.6115056276321411, -0.12603715062141418, 0.27441856265068054, 0.5608934164047241, 0.9342983961105347, 0.09684799611568451, 0.03610280528664589, -0.42425796389579773, 1.6842671632766724, 0.4686093330383301, 0.31211861968040466, 0.15723837912082672, -0.6876375675201416, -0.8672428131103516, 0.046689439564943314, 0.061318863183259964, -1.0903666019439697, -1.8284555673599243, -0.020824696868658066, -0.3019041121006012, 0.9544259905815125, -0.4327089190483093, -0.3066912889480591, 0.04671609401702881, -0.28265881538391113, -0.7196218371391296, -0.7162657380104065, -1.12200927734375]"
8vtBOezjz9czHfDCzHm1_A,"[1.273503303527832, -0.48925596475601196, -0.48222899436950684, 0.5432068109512329, -0.1609216183423996, -0.8234429359436035, 1.3231714963912964, -0.4595124125480652, 0.9086593985557556, 0.37321415543556213, 0.019310038536787033, 0.7199355959892273, -0.13225112855434418, -1.371023178100586, -0.6092157363891602, -0.9448563456535339, -0.7318553924560547, -0.6464040875434875, -0.5511875748634338, -1.8431918621063232, 0.4273407459259033, 1.5635194778442383, 1.5698059797286987, -0.3112097978591919, -0.6534675359725952, -1.0256415605545044, 1.3221697807312012, -1.3254176378250122, 0.7777954936027527, -0.30836302042007446]"
8ziRUCsWuXA6iyGXWqTG7g,"[0.254974901676178, 0.3230811655521393, -1.0144898891448975, 0.48019737005233765, 0.07222431898117065, 1.1355520486831665, 1.221354365348816, 0.9896084070205688, -0.6133527159690857, -1.2323729991912842, 0.5176218748092651, -1.948799967765808, -0.2107633799314499, 1.6267181634902954, -1.564093828201294, -1.046708583831787, -0.13810014724731445, -0.3284587562084198, -0.47166046500205994, -1.318729043006897, -0.0012629796983674169, -0.42430949211120605, -0.38516050577163696, -0.9123964309692383, -0.5295286178588867, 0.7589883208274841, -1.5546976327896118, -0.7109119892120361, -0.0025760165881365538, 0.07269522547721863]"
8ztbiTDIi-2yQLVul58c5w,"[0.08874017745256424, -0.7011017203330994, 0.4194621741771698, -0.38669759035110474, -0.048103589564561844, -0.7129585146903992, 0.036186832934617996, 0.374009370803833, 0.20028653740882874, 0.12724077701568604, -0.4858585000038147, -0.7831594347953796, 0.49260684847831726, 0.5569063425064087, -0.4219890534877777, -0.4217473268508911, 0.2857449948787689, 0.009549618698656559, 0.07227733731269836, -0.5274825692176819, 0.4709853529930115, -0.2532657980918884, 0.05488824099302292, 0.3760005235671997, 0.8252267837524414, 0.7332890629768372, 0.11773113906383514, -0.6015461683273315, -0.16560570895671844, 0.1079021766781807]"
90-SH6kAdzQfld_ydZljyA,"[0.32902631163597107, -0.9765395522117615, -0.44315409660339355, -0.9053265452384949, 0.7971131205558777, 1.2567631006240845, 1.1024374961853027, 1.1349838972091675, 0.1860945075750351, -0.19506563246250153, 0.9847841262817383, -0.17408883571624756, -0.09985160827636719, 0.9385632872581482, -1.3841196298599243, -0.4810069799423218, -1.1771160364151, -0.6097061634063721, 0.371321439743042, -1.2891618013381958, -1.1013288497924805, 0.13923317193984985, 1.1126750707626343, -0.8004775643348694, 0.48006731271743774, -0.6987791657447815, -0.08440355211496353, -1.10521399974823, -1.1265687942504883, 0.6141233444213867]"
91I2MBcqTAH_qUtqjfH2QQ,"[0.9383648633956909, 0.1114565059542656, -1.0779465436935425, 1.0393908023834229, -1.1222858428955078, 0.6687504053115845, 0.9429385662078857, 0.3474634289741516, -1.373880386352539, -0.5254442095756531, 0.3169694244861603, 0.22530686855316162, 0.10267884284257889, 1.504813551902771, 0.4968388080596924, -0.7837502956390381, -1.105974555015564, -0.4832164943218231, -0.7642812728881836, -0.0655718445777893, -0.36325299739837646, -0.24883678555488586, -1.5206815004348755, -0.06591204553842545, -0.11615100502967834, -0.30364736914634705, -0.005851937923580408, -1.1736031770706177, -0.49111703038215637, 1.2187319993972778]"
94dPK6n_yIBU6_n2OPpEOA,"[1.8983285427093506, -0.6860964894294739, -0.9108320474624634, 0.28726455569267273, 0.604127824306488, 1.1791040897369385, 1.8402984142303467, 0.6237822771072388, -0.8634862899780273, -1.2224353551864624, -0.6584301590919495, 0.595159649848938, -0.3379795551300049, 0.4297948181629181, -0.5230783224105835, -0.9382320642471313, -1.0793312788009644, -0.884040355682373, -0.24295346438884735, -0.3292270004749298, -1.2258602380752563, 0.2632150948047638, 0.6610142588615417, -0.25684720277786255, -0.02894214168190956, 0.02774752862751484, -0.6868104338645935, -0.5830410122871399, 1.0817534923553467, -0.24889515340328217]"
9A1C1f0m4nQltQrOOTl-Kw,"[0.256797194480896, -0.13229407370090485, -0.01883430778980255, 0.043477628380060196, -0.18203793466091156, -0.6222111582756042, -0.1789349466562271, 0.3503832519054413, 0.4724387526512146, -0.5191152095794678, -0.7431447505950928, 0.287322998046875, 0.6844964027404785, 0.5641993880271912, -0.2161613404750824, 0.2535896897315979, 0.735201895236969, 0.11146871745586395, -0.22781087458133698, -0.6351724863052368, 0.8847741484642029, -0.5494614243507385, -0.6685884594917297, 0.5309543609619141, 0.6004891991615295, -0.1533510535955429, 0.21565976738929749, -0.4417436718940735, -0.3709980845451355, -0.11026427149772644]"
9BxyFs3bVmpH63JMs8P_HQ,"[-0.5309826731681824, -0.27008554339408875, 0.2296844869852066, 0.6626083254814148, 0.7193074226379395, -0.31952062249183655, 0.14574597775936127, -0.07451098412275314, -0.2207261472940445, -0.512776255607605, -0.6659391522407532, 0.28202587366104126, 0.8688387274742126, 0.15693145990371704, 0.09454229474067688, -0.42329514026641846, 0.9127210974693298, 0.24718841910362244, -0.4624255299568176, 0.23419152200222015, 0.06737900525331497, -0.5426297187805176, 0.2227759063243866, -0.13076715171337128, 0.1520031988620758, -0.48757871985435486, 0.9229437708854675, -0.47217148542404175, -0.32638534903526306, 0.19860492646694183]"
9C_mnDJKcDzE2ONFMDJ9Rg,"[0.2180069237947464, -0.8479564189910889, -1.1880539655685425, -0.3942691683769226, 0.00459463894367218, 1.1318423748016357, 0.8324488997459412, 0.4954347312450409, -0.006824025418609381, -0.5582436323165894, 0.48079049587249756, -0.6356819272041321, -0.31741806864738464, 1.5100109577178955, -0.19501173496246338, -0.07805845141410828, -1.3744151592254639, -0.3936166763305664, 0.15990029275417328, -0.4257299602031708, -0.6921596527099609, 1.4383286237716675, 0.880269467830658, -1.0631167888641357, -0.7547042369842529, -1.2929487228393555, -0.5310807824134827, -1.3530426025390625, -0.260578989982605, 0.24915021657943726]"
9HP13JaP9nmN3qX5v0jamw,"[-0.04856693372130394, -0.419546514749527, -0.054582882672548294, 0.2086813747882843, 0.13341748714447021, -0.5115535259246826, -0.06259042024612427, 0.09768546372652054, 0.5571265816688538, -0.20309457182884216, -0.8112969398498535, 0.1732887625694275, 0.7071901559829712, -0.06615552306175232, 0.27812936902046204, 0.09995691478252411, 0.46252503991127014, 0.13883399963378906, -0.07472604513168335, -0.5696136951446533, 0.6071574687957764, -0.20865653455257416, -0.34980157017707825, 0.3993331491947174, 0.23523209989070892, -0.4649946093559265, 0.46074482798576355, -0.4667448401451111, 0.37217503786087036, 0.02668827213346958]"
9JQF2noQKkLrkMzpidAxqw,"[0.5809952616691589, 0.3810640275478363, -0.5403486490249634, -0.6102213263511658, 0.8234961032867432, -0.6403816342353821, 0.7961305975914001, -0.4360162019729614, 0.522108256816864, -0.46654775738716125, 0.4978797137737274, -0.45675215125083923, 1.6302490234375, -0.2608063519001007, -0.8131066560745239, -1.1303575038909912, 0.7941045165061951, -1.1551636457443237, 0.4313336908817291, -1.254273533821106, -0.417449414730072, 1.700800895690918, -0.2538665533065796, -1.4295717477798462, -0.7009065747261047, -0.8490225076675415, 1.2914469242095947, -1.3686530590057373, -0.5606861114501953, -0.8908241391181946]"
9MnbQg7kfb_WgxoV0hXKSQ,"[-0.2747475504875183, 0.11033255606889725, 0.36719393730163574, 0.9177103638648987, 0.32363957166671753, -0.19861578941345215, -0.5616086721420288, 0.6030061841011047, -0.07032740861177444, -0.455520898103714, -0.9378862380981445, 0.3388085961341858, 0.12960350513458252, 0.4983947277069092, 0.15221908688545227, -0.2248782217502594, 0.6197512149810791, -0.3257140815258026, -0.3421117067337036, -0.6216304898262024, 0.06760595738887787, -0.2685300409793854, 0.04863118380308151, 0.10829776525497437, 0.6663370132446289, 0.45080095529556274, -0.07356014102697372, -0.34041351079940796, -0.43391379714012146, -0.2862536311149597]"
9SJ5sTileHeLXVMJrQiEDQ,"[-0.29032859206199646, 0.7961530089378357, -0.382034569978714, -0.0867956206202507, 0.39865776896476746, 0.7046394944190979, 0.5674325823783875, 0.051491785794496536, 1.1912822723388672, -0.524165153503418, 1.1953901052474976, -0.49062567949295044, 0.832873523235321, 1.2832759618759155, -1.6925326585769653, -0.879472553730011, -0.1788214147090912, -1.0107773542404175, 0.4974095821380615, -1.4983619451522827, -0.4328192174434662, 0.3886786997318268, -0.06846775114536285, -0.7421589493751526, -0.04639247804880142, -1.0651123523712158, -0.4604436457157135, -0.5583407282829285, -1.0673683881759644, -0.025830158963799477]"
9THHuQ9L9HwBvgs_51futQ,"[0.5618883967399597, 0.19081878662109375, -2.0285444259643555, -0.8874127268791199, 0.2775910198688507, 0.3498044013977051, 1.9190387725830078, 0.572040319442749, 1.6727176904678345, -0.4530857801437378, 0.5270192623138428, 0.9225653409957886, -0.3107862174510956, 0.22079086303710938, -1.0501513481140137, -0.6162667870521545, -0.7853760123252869, -0.5960216522216797, -0.704219400882721, -1.5666460990905762, -0.6020233631134033, -0.10561998188495636, 1.0422556400299072, -1.7291573286056519, -1.779010534286499, -1.6327217817306519, -0.44763728976249695, -1.5812641382217407, 0.6616869568824768, -0.5475682020187378]"
9V4AGrJphOIw2RC1UoPPRw,"[-0.26918715238571167, -0.3979507386684418, 0.3063189685344696, 0.7264742851257324, 0.5593982338905334, 0.15065103769302368, -0.11651556193828583, 0.4961618185043335, -0.2074122130870819, 0.014413814060389996, -1.4003318548202515, -0.00854296050965786, -0.08208803832530975, -0.07847592234611511, 0.5974364280700684, -0.7059080600738525, 0.21841520071029663, 0.1194014623761177, 0.023903388530015945, 0.04073819890618324, -0.22042042016983032, -0.2652551233768463, 0.08809416741132736, 0.09932264685630798, 0.4262809455394745, 0.7022823691368103, -0.2294333130121231, -0.6123213171958923, -0.7812926769256592, 0.03719601780176163]"
9XMOJYI0jh6cycrZK9Js4g,"[0.32408493757247925, -0.9557158350944519, -0.6937984228134155, 0.06182023137807846, 0.11095079779624939, -0.44663864374160767, -0.967147707939148, 1.6699774265289307, -0.42618831992149353, -0.1545303463935852, -1.364335536956787, -0.43908223509788513, 0.14497409760951996, -0.002075094496831298, -0.5279707908630371, -0.13316434621810913, 0.8139709830284119, -1.2331769466400146, -0.47792598605155945, -0.11146754026412964, 1.3783835172653198, 0.4104049503803253, -0.059850387275218964, 0.8703085780143738, 0.22880247235298157, -0.6866964101791382, 0.16480211913585663, -0.6257413029670715, 0.3126608729362488, 0.43909701704978943]"
9_rqpGe9y3vaJMCwjPre8Q,"[-0.338485449552536, -0.43013837933540344, -0.24453112483024597, -0.7623721361160278, 0.2540217638015747, 0.8335544466972351, 1.3904399871826172, 0.5270571708679199, 1.2407194375991821, -0.7841418385505676, -0.3877408802509308, 0.2413090616464615, 0.09978848695755005, 0.17484362423419952, -0.5341917872428894, -0.865276575088501, 0.6095510721206665, -0.22689926624298096, -0.754106879234314, -0.37875640392303467, 0.4674023985862732, -0.04238530993461609, 1.5466876029968262, -0.6966798901557922, 1.0433142185211182, 0.2680487334728241, -0.15197497606277466, 0.1708439588546753, -0.9364633560180664, -0.5324643850326538]"
9aPDGnQ7HbB-icImzHjGlQ,"[0.17833656072616577, -0.07297394424676895, -1.232467532157898, 0.3625614643096924, 0.34601667523384094, -0.4665815532207489, 2.3144567012786865, 0.1572858840227127, 0.7173628807067871, -0.5931955575942993, -0.8913635611534119, -0.10538214445114136, 0.32095015048980713, 0.29951873421669006, -1.1859447956085205, -1.5186713933944702, 0.256013959646225, -0.2032555192708969, 0.9721533060073853, 0.10650073736906052, -0.08948833495378494, 1.1868826150894165, 0.21363817155361176, -0.7235784530639648, 0.42784613370895386, 0.00804704800248146, -0.4331530034542084, -0.3861265182495117, 0.7625745534896851, -0.17518024146556854]"
9blzfKUQ7nsWvNM5L4OhCg,"[0.1106061041355133, 0.930774450302124, -0.9404498934745789, 0.6363523006439209, -0.37225550413131714, 0.1926119327545166, 0.7659456133842468, -0.2341054230928421, 0.7220977544784546, -1.0430253744125366, 0.5809327960014343, -0.6115078330039978, 0.7603040933609009, 1.170060634613037, -1.898992896080017, -0.648007869720459, -0.007869330234825611, 0.10494325309991837, 0.038095809519290924, -1.1509122848510742, 0.5632398128509521, -0.6021573543548584, 0.20765739679336548, -0.8188864588737488, 0.35745200514793396, -0.3053545355796814, 0.02024844102561474, -0.9335759878158569, -0.8412394523620605, 0.543659508228302]"
