bus_id,vector
2SVYGx6vdUlZdAF3AMroig,"[-0.8362524530588235, 0.27057759882352944, 0.4281019245882353, 0.528056965882353, 0.8945943, 0.8057550376470588, -0.13136725952941175, -0.07089705600000001, -0.05696787494117643, 0.031383924235294125, 0.3953328358823529, -0.7408151823529412, 0.032273380000000004, 0.25368977152941175, 0.6733789641176471, -0.7800013994117647, 0.6106211448235294, -0.9811837992941177, -0.2504239135294118, -0.7998563177647059, 0.22046279305882355, -0.33761800964705885, -0.19250407588235294, -0.7581880608235294, 0.134901074, -0.19335704188235295, -0.5674351635294118, -1.251752758235294, -1.8177587870588234, -0.8811940609411765]"
gaR5jDvZsOC0RQeY-W1eqQ,"[-0.5996807142740563, -0.4896336631229172, 0.25324107145256713, 0.9955973631819109, 0.9072216957360419, 0.11541401669891195, 0.0011315454721183306, 0.2753497863112546, 0.1822898171098266, -0.30480495374141453, -1.3155809474444065, 0.30260669464057044, 0.6399115753946003, 0.24253303746684804, 0.4251965551315879, -0.7479484165266918, 0.5164865331224072, 0.2910611659044543, -0.6385905350578035, -0.1929110327762666, 0.37218624971489284, -0.09787660600017001, 0.3887637803068174, -0.43273371934695654, 0.3712296557866031, 0.07613408920095206, 0.9790339733211497, -0.17056427489782383, -0.5349337612082624, 0.32493908568633134]"
9A1C1f0m4nQltQrOOTl-Kw,"[0.23535389075760435, -0.25453291616474594, -0.055954552127338, 0.08715198843000188, -0.3017772031610353, -0.5155741816984696, 0.004143555444927234, 0.3307383810523333, 0.40703858034385043, -0.6018610478481011, -0.9660111478839976, 0.3259031140430757, 0.9001617469922537, 0.6400674904534291, -0.18611460752314377, 0.18662293925562062, 0.7853423830927639, 0.0379459803551861, -0.23065379002078215, -0.81685725350085, 0.9765628710882299, -0.557464714594748, -0.7332973073474403, 0.5385405116455696, 0.5742362046193085, -0.09806559584167768, 0.3121234973625543, -0.5655281884148875, -0.43687534034573966, -0.04225997359531456]"
u4D2VypIx3nMsRRbOwx-sA,"[-0.41399503399778514, 0.7649841549595238, -0.3551380537441861, 0.3583296770348837, 0.3478317569047619, 0.14946630066998895, 0.10120440635769658, 0.4111212631899225, 0.30421833409435217, -1.287593533781838, 0.10466498611849388, 1.0567616725470652, 0.3923900788482834, 1.3403731606312295, -0.1180079175326689, 0.010721226968438536, 0.2783378765303987, -0.5739884243133999, -0.5484026572868218, -1.1887514724418606, 0.7824678281334442, -0.6731023381752658, -0.522811612727021, 0.07028301073887042, 0.024221323100775193, -0.1160539349811739, -0.027083321889811742, -0.6676596369739756, -1.1176079677685495, 0.3710680747015504]"
nruGB6KEc3E3zUiTLtPkbg,"[1.3416948681015453, -0.12925960385209712, -0.924439195397351, 0.6022752358388521, 0.08949602314569534, -0.39919443289183215, 1.1027259539735097, -0.7779105750883003, 0.2330081937086093, -0.4210969052207505, -1.0350179437086091, -2.950871260264901, 0.18133697029801324, 1.359427714128035, -1.7867464481236204, -0.7782577098233996, -0.9628990762693157, -0.3360219083002208, 0.14157962970198676, -0.752128640794702, -1.3884669112582784, 0.3116627227041942, -0.15932561334437084, -0.41457248564017657, -1.452225163245033, -0.9418824766445916, 0.03459413014348787, -1.7781326632450332, 0.0697290492825607, -0.175301722196468]"
svrBwmUp6w-mbWPKeiXX0A,"[0.20047988398040417, 0.6802506132700551, -0.7102460171402327, 0.3534819294856093, 0.6399620003551745, -0.41617598627679114, 0.11175866014084505, -0.42367984753214943, 0.17922546185548072, -1.291285739185548, -0.4987119218922229, -0.733818169632578, 1.0701025852786283, -0.01721363496631965, -1.966290777464789, -0.8534893029638705, 0.22766641728720144, -1.6762482885854257, -0.6358915321677894, -1.2229851140232701, 0.4501949552602572, 1.39778654759951, 0.5101301053031231, 0.3496828763992651, -0.6220069840783833, -1.2252177287385182, 0.615104075468463, -1.1497019265829762, 0.43214962341090013, -0.7233578520943049]"
iZleRh4SOtf4GquA5L8WXw,"[-0.3148163726611011, -0.07224414530879894, 0.3124138894678755, 0.2866778128769672, 0.3479579404189433, -0.1485762834207571, -0.22652286407605451, -0.10210170294916046, 0.5592064862630639, -0.5927972495500495, -0.9836288015636226, 0.40114982339366995, 0.40392833030571007, 0.743465246091158, 0.09145193585188556, -0.0029286494144679233, 0.662091639548437, -0.09456253898309248, -0.15373200736090795, -0.7800053177584977, 0.4710963716449424, -0.2903820230221261, -0.4377035862041067, 0.1016151947841291, 0.21453340296051016, 0.09705936688860937, 0.2816041958294975, -0.49545567969513826, -0.7159107246070319, 0.1606752475722225]"
VIkgQm6kECb_b6tk3jNqZg,"[-0.5377809863636364, 0.26980837108438643, -0.6227134202853649, 0.003699603607827179, 0.8913389575947818, 0.038042870839788016, -0.26216123193640445, -0.12363964874602527, 0.46453940874439453, -2.0996550950346515, -0.42824976487973915, -0.7527436784223401, 1.0374280295474927, 0.28614688015898904, -2.133131116673461, -0.8951539107501018, 0.20879349267019973, -1.8098754857725232, -0.8936213858092134, -1.1273042516754992, -0.28221040506318795, 1.48981731311863, 0.7477980173542602, 0.24390772937219735, -0.4704655451610273, -0.9853356594822666, 0.5299839634121484, -1.4688685499388503, 0.3120467750754178, -0.4976643065511618]"
tCW6uSKpuWw3rQLg0C9QcA,"[-0.025044956631578966, -0.22941277836842108, -0.11355486657894738, 0.8115718249473685, 0.35195008510526316, -0.2353414082105264, 0.31256297078947365, -1.1207005495789475, 0.18412872363157898, 0.20132809126315793, -0.5188918760631579, 0.33580275357894734, -0.3309824243894737, 0.5116133997368422, -0.1979677414736842, -0.39725568626315794, -0.1943330297894737, -1.2189755117894736, 0.36592220515789475, -0.3141790483157895, 1.445597000526316, -0.03913576389473683, 0.5924130408947368, -0.9137382176842104, 0.3922657758173474, 1.2881003763157897, -0.8676876167368421, 0.055933289368421055, -0.4729176847368421, 0.27352874678947364]"
5SG7wYkCdZ_3sTJ4SmjUaA,"[-0.5132762928921568, -0.49584060588235296, 0.9575898864705883, 0.5736368362745098, 0.9044483876470589, 0.3624531158823529, -0.8187017433823529, 1.0624197530882353, -0.36466308161764704, -0.05695646745098039, -0.4063578625, 1.4130026333333334, 0.7623684550980392, 0.08856171544117644, -0.4981493845588235, -1.4332957583333332, 0.6733499811764706, -0.18492323147058826, 0.1779590719607843, -1.8443049852941176, 0.48654490338235296, 0.47932620882352944, 0.19480215882352941, 0.5057414899509804, 0.28817566642156867, 0.234677300245098, 0.23851212524509804, 0.04748892588235294, -0.5675593580882353, -1.0506209264705881]"
6GJ9K4HadzMBZG4WY_P9bw,"[0.05297508751529987, -0.5125968138678091, -0.06202085480293758, 0.5094669560905752, -0.3129676715397797, -0.25846707779192163, -0.05304615059241127, 0.2882898377258263, -0.22923170046658506, -0.6030126907711136, -1.6068836577919212, 0.1554687294222766, 0.15529057813219094, 0.6398848321272949, 0.49199775223500614, -0.27754330764504287, 0.8115427964700122, 0.03609296529633293, -0.10458700469767442, -0.7569165167686659, 0.727182074638923, -0.11544947338066096, -0.5941946207897183, 0.5864314581028153, 0.5254275592753977, 0.2330529279853121, 0.6218194926553243, 0.08493554577968182, -0.44536261987025705, -0.2399262915667074]"
dYfB6KjDrtmN9wbtWg5qEQ,"[1.2704889194117646, -1.9980897864379088, -0.04067984576993462, -0.6147805148692811, 0.514983621732026, 0.25531945192810457, 1.4820155562091502, -0.1103995824509804, 0.4641115617679738, 1.7675059035294116, -1.0896961558169935, -0.410928909509804, -0.5139463544117646, 0.3263234064052288, 0.5997264717973857, -0.43018384775545754, -0.5049755994117647, 0.03454007133986926, -0.46573940300653593, -0.6224802127973856, 0.4382916720261437, -1.0200544373529412, 2.049994989771242, -0.43518043856209143, -0.3879417451372548, 0.6151993369934641, -0.8439635586601308, -0.06466638444444442, -1.0367977759803921, 0.34301129761437904]"
jn1OYfeYHjX2xjMReD7XXQ,"[1.0279914536412558, -0.13418579023318386, -0.8175137521704036, 0.6504680379641256, 0.38740622913901346, -0.5261261071659192, 2.135413251838565, 0.7394261534080717, 0.3492600824663677, -0.21906884613452912, -0.45176868610762333, 0.9100532676143498, 0.2203693025650224, 0.6767219789506728, -0.8856020969686097, -1.7304470537219732, 0.41040822819730943, -0.2801621499820627, 0.056229741210762324, -0.7246463922959641, -0.188696214735426, 0.5190682461793722, -0.34307095001793725, -0.42140370067264565, -0.1608416496502242, -1.0996182178654708, 0.33410261054708523, 0.22298750826905828, 0.7862867314708522, 0.35239632310313906]"
t0HT9od2xZ0Fc5a0PFB2BQ,"[-0.47908697513333326, 0.2355024818268039, -0.2385381592235295, 0.2152194975454902, -0.26455000676941187, 0.8264834549647058, -0.4041303006196079, 0.8095211147039217, 0.5130509205235296, -0.7728342128066529, 0.4352519915949019, 0.8726714699529413, 0.263910717409804, 0.5792660859666667, 0.45718990850588237, -0.42190276477191185, 0.5390044542890823, -1.131531311541177, -0.5700553964490196, -1.1081358565464707, 1.1035909415235294, -0.3367473967333333, -0.3235204925490196, -0.5205616553901962, -0.349869870181098, -1.2280640904764706, 0.2884007137823529, -0.9398339319411767, -0.7141252397098037, -0.07855913883725488]"
GqEPKuvvflkhWxZu_zYUhw,"[1.5147055196015424, 0.6839750539717223, -0.7797365552185089, -0.16262957924164526, 0.26726079159383037, 0.6063434027377892, 0.04074425650385602, -0.45191856863753216, 0.33456960803341895, -0.21326704406169666, 1.2205508416452442, 0.8099958662339333, -0.17427227111825194, 1.1498051303727508, 0.3477779367352185, -0.5519127585861183, 0.48793137008997434, -0.9301584871208226, -0.9456042139588691, -1.7207927415167095, -0.7182181460411311, 0.6468217520822622, 0.24545072645244212, -1.132915283033419, -0.5908996084190231, -0.697940473907455, -0.2854630692030848, -1.31721129125964, -1.3014655620308484, -0.8271654691259641]"
uJbpxC_ufSKr4vSK9owwhg,"[0.6338593744615384, -0.4141640150769231, -0.3870164770769231, 0.19734557876923078, -0.04904203964102564, -0.1530064054358974, 2.455004976923077, -0.40336135015384617, -1.0367142312820512, -0.2719004190769231, -0.584173919897436, 0.3539661616410256, -0.25030393030769227, -0.0821754642051282, 0.7944207978461539, -0.17385137328205127, -0.8400436593846154, -2.0729146364102564, -0.7660289501538462, -0.30423574523076924, -0.9600832255384615, -0.7057234973333333, 0.3787770638974359, -1.398232036923077, -1.4224625282051282, 1.0047534264615383, 0.03278653543589746, -0.8027261487179487, -0.48230838882051286, -0.9097807834871795]"
B_dwXxYZvEL032j9kUHz9w,"[1.6311519237385321, -1.0337931294036697, -1.0762747227064222, -0.0378032371559633, 0.0399942498853211, 1.0405346087155962, 1.7555380447247708, 0.2338345669266055, -1.2098188795871558, -0.2559916467889908, -0.36350229162844033, -0.9272362441055045, 0.0525020215137615, -0.4794421478669725, 0.3679466199770643, -0.9986963337155963, -1.0290356505963305, -0.9298952112385322, 0.2357686495183486, -1.314577864908257, -0.9959090021559633, -0.676884946559633, 1.3324580906422017, -0.9567793759174312, -0.46186288623853206, -0.9689740294954129, 0.31952308970183485, -1.613169151146789, 0.7428653928899082, -1.1812642983486241]"
WFu7vUIuQ3qcHHGZhsZrGg,"[0.07269713411016951, 0.07534744614406777, -0.5283307654237288, 0.8335235816101695, 0.9570375472033898, -0.5533207388559322, 0.6631864068220338, -0.7106304022881356, -1.3465646207627118, -0.20883593228813557, -1.201941281610169, -2.03466845, 0.5443629326694915, 0.2859166124576271, -0.8108113775847458, -0.5510990280932203, -0.03454570008474576, -0.32232786161016946, -0.9452364487288135, -0.5409913490677967, -0.5062131525847458, 0.654680763559322, -0.41683110843220345, -0.9752820613559323, -0.6103947305084746, 0.10807103631355928, -0.2827160672033899, -0.7126714644915254, -0.30482970211864413, -0.45977077449152537]"
zWVAg3TITCA6Rnolas_ycw,"[0.8487009204608633, -0.31305439276517927, -1.1188355157717629, -0.22106893572787134, 0.13624465335040237, 0.054544646678858805, 0.6678730244696415, -0.23720560847841993, 0.5143162928968544, 0.05258977531089981, 0.03435365852231163, 0.8119201235844916, 0.09890780289685441, 0.39381035625457206, -0.1397386805705925, -0.8362032016239943, -0.30267484064374545, -0.030143279473299197, -0.2566582460716898, -1.0433906263716166, 0.4758375496415509, 1.0826335270080467, 0.4500448068617411, -0.5727763239868324, -1.2477601007754207, -1.5816656641989761, 0.3269051600292611, -0.8372233983394293, -0.11329260786393565, -0.3773380059912217]"
JDXUW8KJWGkBl79EIHlqGg,"[1.4577920832307691, 0.06104803343589744, -1.0532934487179488, 0.3608278697948718, 0.7256047275641024, 0.5126318244871795, 0.828150224076923, 0.47812817417948716, 0.6025725508974359, -0.8759778583333334, -0.38784205917948716, -1.0549331112820513, 2.250410463846154, 0.6265301775641026, -2.349987233923077, -0.48493606133333333, 0.7713760134358975, -1.406180244102564, 0.5346859173076923, -1.239955357051282, -0.37795716184615386, -1.0155143636153845, -0.7974175538461538, -0.6785728071794872, -1.5307047072307691, -1.4653500912820514, -0.7271003655128206, -0.5370645942564103, 1.633169439794872, 0.04621561505128206]"
6h4QQxgZ84PBN3nIea-DLA,"[0.37486795571428566, 0.1585813240674603, -0.5864491872222223, 1.1107247894444445, 0.13199376537698412, -1.0893539252777777, 0.4027407454563492, -0.10398183577380954, -0.6419320303174603, -0.8330846863492064, -1.5848728305555555, -0.31933907186507937, 0.20611399819444445, -0.23948425198412698, -1.5045272517658732, -1.854248617063492, 0.29550809974206355, -0.3958779760714286, -0.04823707785714284, -0.8994008288095239, 0.16166313261904763, 0.9723085631547619, 0.26316536418650793, -0.12104930928571431, 0.017870956527777766, -1.4549554992063491, 0.013326426726190483, -1.0388620928968253, 0.5703947190674602, -0.08855007773809526]"
KZG8txc-vzkfDt-4ZYeREA,"[-0.10993001529224232, 0.13438365648246553, 0.5278009089904356, 0.6284264445802338, 0.7708215595111583, -0.34710313097768325, -0.34325474958554736, 0.1402345045802338, 0.11667148226354936, -0.3395573991073327, -0.9776304978108395, 0.6850337206482465, 0.41138512270988303, 0.287941961434644, -0.10490730848034008, -0.3600739316259299, 0.7605830611689692, 0.15031565776833158, -0.39550334555791716, -0.8852554358554728, 0.8006447223060574, 0.2684130482678002, -0.6747312200956428, -0.0643248624229543, 0.14793929277364504, -0.2300025490116897, 0.21980496651434644, -0.20522402722635494, -0.6326085275026566, 0.6694745139426143]"
vVdY2qDO7dkUrU8LXYZ1uA,"[0.050099866655458694, -0.7946826631779816, 0.1753759874871559, -0.12734004860688078, 0.8314059886233944, 0.062473812737614674, 0.7731671599724769, 1.1938373286412844, 0.4087107385844037, 0.2858808455926605, -1.1346483120262383, 0.3077425608848487, 1.1159835368165139, -0.33644290222247714, 0.6777542477403667, -0.48524482364770644, 0.3053911520889587, 0.37107639185917435, 0.0037365450604757077, -0.705876586314679, 0.13087784278394501, -0.26443395952477067, 0.3443312057922018, -0.13216071289449546, 0.3351091016155963, 0.6134182286513762, -0.11566232419724767, -0.8262711469211008, -0.059594341817431194, -0.12075808262385322]"
D1NESoG1U9hVG52h7JDu0A,"[0.23334283765432098, 0.21580666311728391, 0.6325789412962962, -1.1683215773148148, 1.3688921841049384, -0.049219694753086435, -0.14728440283950617, 0.47382950274691354, 0.6850437746296297, -0.8735242415123456, -0.0030546907098765504, 0.32177722212962967, 0.16173620712962963, 0.8395666638888887, -1.1011364154320986, -0.47038728166666666, -0.343751494382716, -0.5005508039814816, 0.5061270270679012, -1.9559347268518517, 0.7382024894753086, 0.7725346358024692, 0.2943263176234568, -0.6960025949691359, 0.3025634836728395, -0.7281935454320988, -0.5467844172222223, -0.09676640033950619, -0.9919431077777777, 0.596805890154321]"
B0xqLfgBlE6kmCz3ux7Oaw,"[0.3141609553846154, -0.35699475324074065, -0.2011575542592592, 0.39786954436609684, 0.3036223252492878, 0.2558251366452991, 1.0308990255128208, 0.8596387349002849, -0.42370345879487187, -0.7008955695441597, 0.25917692950356125, 0.5929521485754985, -0.7235170367022792, 1.0480021246794873, -0.6552164152706552, -0.07434028137464387, -0.4197846486168092, -1.4526664606552706, -0.031166546024444436, -1.155529237656695, 0.15368424396723648, -0.25022703193019946, -0.7308889475498576, 0.5696693694159545, -0.17549436239173788, 0.4203722400540601, -0.9034779835113959, -0.5238517265562678, 0.005095379266381749, 0.7305291793660971]"
2pD9wZWXDNsZf_MXd8rQtg,"[1.4503874895890412, -0.4131372100136987, -0.4690680433972602, -0.19957716950684928, 0.8063784940273971, 0.42549507320547947, 0.7849480440547946, 0.7200707910136985, -0.8777703845479452, -1.2707700732876712, -0.6890461278630138, -0.6177104268493151, 0.2943873502739726, -0.1361140729452055, -0.3965701019726027, -0.7224449823287672, 0.272824564, -2.0205542201369866, -0.32689454641095883, -1.6788500685890413, -1.1382513578904112, 0.4653556365342465, 1.0367925614383562, -0.8211868640136987, -0.5092527168219179, 0.07020031383561649, 0.15907770180821915, -1.419272826739726, 0.4215767369589041, -2.26437048]"
pQeaRpvuhoEqudo3uymHIQ,"[-0.3327567649450549, -1.4317434884249083, 0.2596404226373626, 0.6038154753479854, 1.2537114927472528, 0.9087678646886447, -0.3860164995604395, -0.661731804029304, 0.23663692278388274, -0.1202931241025641, -1.0892597783882783, -0.0827948904029304, -0.21997882135531135, 0.258860807032967, -0.31169250890109884, -0.8519246397802197, 0.4569325430769231, 0.6853923942124543, 0.26188921216117217, -0.1497997326007326, 0.2594546472893773, 0.4110452328571429, 0.8445965846153847, 0.21160615355311352, 0.7334555384615384, 0.23717126249084247, 0.3526270197802198, -0.6478054527472528, -1.053484394139194, 0.17114443765567763]"
WNjaebDOz28myPRNtlACdg,"[1.6093412752652827, 0.44289503250865053, -0.778317707797001, 1.0587672279238753, 0.4876892315340254, -0.33194053992502887, 1.6402931989619374, 0.42096916540715107, -0.14898382679354097, -0.6911569524101498, -0.6053842052768167, -1.1120333897693193, -0.33681867805651666, -0.1627831957843137, -0.5048492324221453, -1.042257969855825, 0.8436882352133795, -0.33704590044867366, -1.0004864697434832, -1.0975958869204152, -0.5606049370645905, 0.32913106301038064, 0.8578502234602076, -1.1090913225432526, -0.6683380110380623, -0.8733158592964244, 0.22925714002306805, -1.6557627040945788, 0.3286716203171858, -1.5338677783044983]"
nSANvWMsrquhaxOnOwThSg,"[-0.04143680072727268, 0.5439840830909091, -0.35393175454545456, 0.5535430061818182, 1.5253288636363638, 0.044959526909090906, 0.24709168072727275, 0.3542201598181818, -0.5177590687272727, -0.35221979290909095, -0.7987830061818182, -1.17580116, 0.5847344014545455, 1.3095608319999998, 0.5817490763636364, -1.066332018181818, -0.35803786254545455, -0.16688483563636364, 0.2662656250909091, -1.3163908690909092, -0.974779845090909, 0.2633310158181818, -2.2278602000000003, -0.5319828974545455, -1.4767253372727271, -0.24808517290909093, 0.2609981334545454, -0.5865265081818183, 0.36706131200000003, 0.5894283127272728]"
OkD42cWX6WjgDeLFdWSgXA,"[-0.17720924048144876, 0.6469981882111305, -0.19740924564487633, 0.398978395519729, 0.3516182063736749, 0.3609054926914017, -0.11682858781065962, 0.25179483901943467, 0.7630474787809188, -1.2450355932067136, 0.3341011367815077, 0.8252937443213074, 0.4883261186410483, 1.4396675237161365, -0.08541496201707893, -0.16505544554475854, 0.4805115587352767, -0.3730678790223793, -0.4761837811469375, -1.5057275650795052, 0.495775153492344, -0.1680883386248528, -1.084460389596584, -0.4125657511307421, -0.3747660386778563, -0.18166939306610722, -0.03673048093639578, -0.47899160362338045, -1.1453276953710245, 0.03620822770906948]"
ovApUucCKSb9k0lTP2JieQ,"[-0.3843106386442066, -0.45731504764973224, 0.3212492644056989, 0.9570096260577772, 0.8088172452587846, 0.03152911274700885, 0.21072083318716625, -0.26226791745088157, 0.047615667967726705, -0.27015424421128775, -1.1767410746739606, 0.44353742490077913, 0.9139245699297861, 0.2306045311736462, 0.2565098780031487, -0.8899305479628462, 0.635443898832651, 0.3534757633745278, -0.4884087546788413, -0.08483894028748425, 0.3829023188085642, -0.12005043241191746, 0.5198075392185136, -0.1700315861813483, 0.5883240267800691, 0.23596114274433236, 0.9190282024122178, -0.27628527888885396, -0.6692112297461098, 0.345336453428558]"
Y8CW9v9iMzWbt1VA1EypHA,"[1.0092699324951266, -0.8726505969395711, -1.2125792942543858, 0.2696558113888889, 0.04270226788986354, 0.4901373486890839, 1.7128726873294344, 0.7024438637475633, -0.24705596823586745, -0.12551600461988302, 0.10096595238791424, 0.5347009185477584, -0.6640473620614035, 0.7089871536549709, 0.24659508674951267, 0.3560685352923977, -0.9640405114473686, -1.3093637974366474, 0.11070268889376218, -0.8456606469152047, -0.22473009548245615, -0.43256355087719295, -0.19674507891325538, -0.1426714658187135, -0.5820520783284601, 0.3650408673196881, -0.5991135874999999, -1.1738481947076023, 0.19367977513157894, -0.33710797113060437]"
yh-JA5fV2QkGaBUjfvioIQ,"[0.667866064502447, -0.5573874417781403, 0.2398960869004894, 0.18266324451386623, -0.4712620744535073, 1.416197616411093, 0.7570126328711256, 0.2287363265905383, 0.16646778818923325, -0.3064156226264274, -0.006970855057096258, -0.37544294419249585, -0.3171055402446982, 1.1140114391190865, -0.6544938519412724, 0.03179515478792823, 0.10522435125650899, -0.5356318042740621, -0.2568477080587276, -0.4160886436704731, 0.9915155724143556, 0.3414892631810767, 0.790889763360522, 0.16028925730831978, 0.18568772678629689, -0.31027343425774884, -1.073133483670473, -0.5447849786786297, -0.6953193434257748, -0.35423155840130505]"
NR8k-wkG1rObtnPIJTKMvw,"[-0.0439494209107469, -0.378515202568306, -0.6966948616211293, -1.1518938528233151, -0.3294601140619308, -0.14642742779599274, 0.4780750174134791, -0.21148882018214946, 0.9803849998178507, -0.5435563883606558, 0.3837038887431694, -0.14941179131147542, 0.236332518852459, 0.3201969956648452, -0.02827276999999999, -0.4609926891803278, 0.7811366798542806, -1.3409993861566485, -0.5025133397996357, -0.35045983129326047, 1.3450231932604737, 0.013024233806921671, 0.21275995947176687, -0.599828130892532, 0.35019116593806915, 0.6196495280874319, -0.421477830291439, -1.4705621473406192, 0.36833583961748634, 0.09768722506375226]"
CfrSI9vNEXdoCOW2ghZqEA,"[1.0389761440590406, 0.40673664797047965, -0.7582228487822879, -0.5064801934686346, 0.8192547466789667, -0.5622132222140221, 0.636876543505535, -0.9254849186715867, -0.1034808602214022, -0.2871993198154981, 0.7934760339483395, -0.24351237354243543, 0.9413063099630997, 0.8200131897785978, -1.1616731645756457, 0.19584873778597786, -0.4772085112546125, -1.936215726937269, -0.9142208841328413, -1.1640528918819188, 2.1669277583025828, 1.2545106188191884, -0.4714013020295203, -0.1719170752398524, 1.012888703505535, -0.3870386130627306, 0.513558952103321, -0.42837533291512914, 0.38151905029520294, -1.0409629551660515]"
yLKoESPQ8BN7dn6ADzZicQ,"[0.20199195927389382, -0.8925636486991149, 0.204786647120354, -0.06429947540951332, 0.40241611830353974, -0.1465835051769911, 0.6545573895889382, 0.29810296896902644, 0.27629573094380544, -0.17573152221371682, -1.0500083517380525, 0.25722890328008846, 0.4742856398827434, -0.13891978069999997, 1.0019184293185843, -0.12724855414159292, 0.626704824405752, 0.5787680133247786, 0.4720242694712389, -0.3900992766128319, 0.1573634458853982, -0.7067968050385175, 0.5370479688300885, 0.23793248135964606, 0.030452685103238935, 0.5763246175022121, 0.39673197720265474, -1.515993338495575, -0.28290804955088494, 0.024634534512389353]"
tDTUSKxPUUkpFaxBZZl4Cw,"[-0.3368313060481928, -0.40081674033734943, 0.9575733845783134, -0.7144897690963855, 0.7242990172771084, 1.1978943372168676, 0.8593369482409638, 0.10069213112048193, 1.0346919130240964, -0.12182900428915666, -0.2494092128795181, -0.6528279174578312, 0.053488697048192785, 0.6013716085301204, -0.9493522637108436, -0.9047121236987952, 0.6716350879999999, -0.46805512284337336, -0.19435020571084338, -0.5056745150481928, 0.3547895704819277, 0.5244894843614457, 0.9398105413493977, -0.7353927056506024, 0.8437997707951808, -0.41590615620481924, 0.9112760054216867, -0.3248557348674698, 0.054556553337349406, 0.19497466838554217]"
2zAj0Tqc1i8bz_FTxPVvIg,"[-0.06381797156512606, 0.2700145799894958, -0.8508165851470589, 0.11373595313025207, 0.6068670728571429, -0.7194167725420169, 1.354493262184874, 0.4781665940966388, -1.0911055674369747, -1.132402455672269, -1.217261757668067, -0.371401731302521, 0.7310086592436975, 0.2753781995798319, -1.6448568241596637, -1.6198982169327731, -0.6160705001260504, -0.9685353890441177, -0.2314926147752101, -0.5068964117331933, -0.28288264890756304, 0.698788936344538, -0.18606616193277314, 0.07114347588235298, -0.23094098429726892, -0.15325693298319332, -0.021784234201680713, -0.9669679678361344, 0.5508365189915967, -0.04225647976890757]"
2q8aAvcydGLzEeoTEV7JWg,"[0.489358966321104, 0.3816816174453047, -1.0596013701750253, 0.32313824811511277, 0.5391215772433525, -0.6445662256916864, 1.0078944061696398, 0.6935614563985187, -0.3128860307169303, -1.6169200445203638, -0.9505231302558061, -0.3198596572803771, 0.3833900762403232, 0.6977951347054865, -1.46322711311343, -1.65736055, -0.47629369680578926, -1.2350210545472904, -1.0102796810400536, -0.8022792168057895, -0.4022572344665097, 0.9046057226792324, -0.624943916889936, -0.4279119515684955, -0.11299392575900372, -1.1690811649074382, 0.4940843769067653, -0.37459252094917533, 0.5588989398889264, -0.12892334709861997]"
0wwWlkyGo3aGcRylDlNmuw,"[0.4483963053585657, 0.18949166599601597, -0.7284299212948206, 0.4410825743426295, 0.3894988643824701, 0.13430728412350598, 1.9163075135856573, 0.8073526260557768, 0.33358510003984065, -1.0794429094223108, -0.13807014994023906, 0.21767227731075697, -0.04795477484063748, 0.8098100943625498, -0.4412784340139442, -1.706856150199203, 0.16322388523904383, -0.1866604854183267, 0.14634996057768926, -0.6769229567330678, 0.010335350418326712, 0.20192495105577687, -0.799656657250996, -0.6270981912948208, 0.6494594346015936, -0.7116676218326694, 0.5236301811553785, -0.5177059856772909, 0.9229662339442233, 0.688781614631474]"
g_oOjzFgqmSEAD4crxBirA,"[0.720632024781523, -0.5775893596129839, -0.31979977566791506, 0.22677057324044947, 0.5612864474906366, -0.454016794082397, 0.005436723283395758, 0.35645689675405745, 0.7959828524719103, -0.20082760570536823, -0.7455724305992507, -0.6865987382771536, 0.8322874991260925, 0.34759567624219734, -0.8018143715480649, -1.2189362683270912, 0.57300660752809, -0.49108729991260935, -0.2096539094257179, -0.8337169524094881, 0.9856586805493135, 0.008017956454431966, 0.203431244144819, 0.7914314011111112, 1.4863915160799002, -0.5098348868289637, -0.10839803898876404, -0.7008080429962548, 0.8370693480024969, -0.09456307787765292]"
QHbrfA9nSNLFcevsfQk6dQ,"[-0.15404343199999998, -1.0691818891063831, 0.29767571282978716, -0.5459381189361701, 0.7637749288085106, 0.021365410468085117, 0.23432665455382978, 1.1391088589148937, 1.0033108147234042, -1.0503238648297872, -0.21848211431914893, 0.5229284711702127, -0.172282298552766, -0.41204842993617025, -1.0041054815744679, -0.5563627940425532, 1.2320397939361702, -0.8599210259361703, -0.2573271555531915, -0.4325316982553192, 0.6805058578723403, -0.07652521731914894, 0.22094213636170212, -0.34265796646808505, 0.7018553276382977, 0.46100608904255325, -0.14992018461702128, -1.013702095468085, -0.20200027274468085, 0.36222286804255327]"
aR0kTa6WEFROLY5dJ4cmrg,"[-0.03896553861151081, -0.7342385586330934, 0.39206973651798566, -0.871108868791367, 0.8450559332589929, 0.7458170949938849, 1.168831260223022, 1.0389201623625899, -0.269497109005036, -0.1067001709352518, -0.34848731407913663, 0.18198743692086333, 0.5925647954748201, 0.6741250471007193, -0.32807869279136687, -0.8469595065539568, 0.08657407247482013, 0.45840650638129493, 0.3985818495467627, -0.5725713509640287, 0.34523543241726634, -0.3959818637553957, 0.9195146740935253, -0.780073712330935, 0.5336753249136691, 0.6855506066330935, 0.30384184013669063, -0.35780620199999996, -0.1701887989496403, 0.3264554043741007]"
